1 | 1.2e-07
984 | 6.813e-06
1694 | 1.1553e-05
2309 | 1.5851e-05
2862 | 2.043e-05
3373 | 2.4077e-05
3849 | 2.7464e-05
4297 | 3.066e-05
4722 | 3.3686e-05
5127 | 3.6582e-05
5514 | 3.9347e-05
5886 | 4.1983e-05
6243 | 4.4537e-05
6589 | 4.7012e-05
6922 | 4.9367e-05
7246 | 5.1691e-05
7559 | 5.3905e-05
7864 | 5.6099e-05
8160 | 5.8203e-05
8448 | 6.0258e-05
8729 | 6.2261e-05
9003 | 6.4216e-05
9271 | 6.613e-05
9532 | 6.7993e-05
9788 | 6.9817e-05
10038 | 7.159e-05
10282 | 7.2662e-05
10522 | 7.4336e-05
10757 | 7.3434e-05
10988 | 7.5077e-05
11214 | 8.3232e-05
11436 | 8.4726e-05
11653 | 6.2983e-05
11867 | 6.4246e-05
12078 | 6.5588e-05
12284 | 6.0448e-05
12488 | 6.137e-05
12688 | 6.2352e-05
12884 | 5.8544e-05
13078 | 5.9407e-05
13268 | 6.0278e-05
13456 | 6.1129e-05
13641 | 6.1961e-05
13823 | 6.2793e-05
14003 | 6.3614e-05
14180 | 6.4776e-05
14354 | 6.5578e-05
14526 | 6.636e-05
14696 | 6.6881e-05
14863 | 6.7883e-05
15028 | 6.8655e-05
15191 | 6.9395e-05
15352 | 7.0127e-05
15511 | 7.0869e-05
15668 | 7.158e-05
15823 | 7.2282e-05
15976 | 7.2973e-05
16127 | 7.3674e-05
16276 | 7.4366e-05
16423 | 7.5037e-05
16569 | 7.5698e-05
16713 | 7.6339e-05
16856 | 7.6991e-05
16997 | 7.7642e-05
17136 | 7.8183e-05
17274 | 7.8854e-05
17410 | 7.9545e-05
17544 | 7.9936e-05
17678 | 8.0738e-05
17809 | 8.1069e-05
17940 | 8.195e-05
18069 | 8.2552e-05
18197 | 8.3132e-05
18323 | 8.3714e-05
18448 | 8.4275e-05
18572 | 8.4826e-05
18694 | 8.5867e-05
18816 | 8.6439e-05
18936 | 8.7e-05
19055 | 8.7551e-05
19173 | 8.8083e-05
19290 | 8.8613e-05
19405 | 8.8704e-05
19520 | 8.9165e-05
19633 | 8.9685e-05
19746 | 9.0206e-05
19857 | 9.0717e-05
19967 | 9.1218e-05
20077 | 9.1719e-05
20185 | 9.2211e-05
20292 | 9.2691e-05
20399 | 9.6979e-05
20504 | 9.3653e-05
20609 | 9.4144e-05
20713 | 9.4615e-05
20815 | 9.5627e-05
20917 | 9.5878e-05
21018 | 9.6649e-05
21118 | 9.6679e-05
21218 | 9.716e-05
21316 | 9.7581e-05
21414 | 9.8372e-05
21511 | 9.8502e-05
21607 | 9.9274e-05
21702 | 9.9765e-05
21797 | 0.000100176
21891 | 0.000100306
21984 | 0.000100997
22076 | 0.000101458
22167 | 0.000101919
22258 | 0.00010235
22349 | 0.000102431
22438 | 0.000103092
22527 | 0.000103132
22615 | 0.000103993
22702 | 0.000103933
22789 | 0.000104665
22875 | 0.000104735
22961 | 0.000105497
23045 | 0.000105506
